"gene.symbol","description","entrezgene"
"LAMTOR3","ragulator complex protein LAMTOR3 [KO:K04370]","425210"
"LAMTOR5","ragulator complex protein LAMTOR5 [KO:K16344]","419811"
"FLCN","folliculin [KO:K09594]","416503"
"FNIP1","folliculin-interacting protein 1 [KO:K20400]","427642"
"FNIP2","folliculin-interacting protein 2 isoform X6 [KO:K20401]","422417"
"RRAGA","ras-related GTP-binding protein A [KO:K16185]","422311"
"RRAGC","ras-related GTP-binding protein C [KO:K16186]","419605"
"RRAGD","ras-related GTP-binding protein D [KO:K16186]","107053109"
NA,"sestrin-2 isoform X2 [KO:K20394]","100858796"
"GATSL3","cytosolic arginine sensor for mTORC1 subunit 1 isoform X1 [KO:K23080]","770898"
"CASTOR2","cytosolic arginine sensor for mTORC1 subunit 2 [KO:K23081]","417483"
"MIOS","GATOR complex protein MIOS [KO:K20407]","420577"
"SEH1L","nucleoporin SEH1 isoform X1 [KO:K14299]","100859886"
"WDR24","GATOR complex protein WDR24 [KO:K20408]","416406"
"WDR59","GATOR complex protein WDR59 [KO:K20409]","415688"
"SEC13","protein SEC13 homolog [KO:K14004]","416119"
"DEPDC5","GATOR complex protein DEPDC5 isoform X4 [KO:K20404]","416956"
"NPRL2","nitrogen permease regulator-like 2 [KO:K20405]","425132"
"NPRL3","GATOR complex protein NPRL3 isoform X1 [KO:K20406]","416649"
"SKP2","S-phase kinase-associated protein 2 [KO:K03875]","427437"
"RNF152","E3 ubiquitin-protein ligase RNF152 [KO:K15705] [EC:2.3.2.27]","420909"
"DEPDC6","DEP domain-containing mTOR-interacting protein [KO:K20402]","420357"
"MLST8","target of rapamycin complex subunit LST8 [KO:K08266]","416558"
"TELO2","telomere length regulation protein TEL2 homolog [KO:K11137]","416757"
"TTI1","TELO2-interacting protein 1 homolog [KO:K20403]","419296"
"CLIP1","CAP-Gly domain-containing linker protein 1 [KO:K10421]","395784"
"GRB10","growth factor receptor-bound protein 10 [KO:K20064]","420948"
"ULK1","serine/threonine-protein kinase ULK1 isoform X1 [KO:K21357] [EC:2.7.11.1]","416800"
"ULK2","serine/threonine-protein kinase ULK2 isoform X1 [KO:K08269] [EC:2.7.11.1]","417614"
"EIF4B","eukaryotic translation initiation factor 4B isoform X1 [KO:K03258]","100858349"
"STRADA","STE20-related kinase adapter protein alpha isoform 4 [KO:K08271]","419957"
"STRADB","STE20-related kinase adapter protein beta isoform X2 [KO:K17532]","424083"
"CAB39L","calcium-binding protein 39-like [KO:K08272]","418865"
"CAB39","calcium-binding protein 39 [KO:K08272]","424830"
"TBC1D7","TBC1 domain family member 7 isoform X2 [KO:K20396]","420853"
"DDIT4","DNA damage-inducible transcript 4 protein [KO:K08270]","107053650"
"MAPKAP1","target of rapamycin complex 2 subunit MAPKAP1 [KO:K20410]","395627"
"RICTOR","rapamycin-insensitive companion of mTOR [KO:K08267]","427447"
"PRR5","proline-rich protein 5 [KO:K20411]","418237"
"SGK1","serine/threonine-protein kinase Sgk1 [KO:K13302] [EC:2.7.11.1]","395133"
"PEX16","peroxisomal biogenesis factor 16 [KO:K13335]","423201"
"PEX3","peroxisomal biogenesis factor 3 [KO:K13336]","421669"
NA,"peroxisomal biogenesis factor 19-like [KO:K13337]","107050261"
NA,"LOW QUALITY PROTEIN: peroxisomal biogenesis factor 19 [KO:K13337]","107049500"
"ABCD3","ATP-binding cassette sub-family D member 3 [KO:K05677]","424487"
"PEX1","peroxisome biogenesis factor 1 isoform X1 [KO:K13338]","420554"
"PEX6","peroxisome biogenesis factor 6 isoform X1 [KO:K13339]","416709"
"PEX26","peroxisome assembly protein 26 isoform X3 [KO:K13340]","418165"
"PEX7","peroxisomal biogenesis factor 7 [KO:K13341]","421687"
"PEX5","peroxisomal targeting signal 1 receptor [KO:K13342]","418299"
"PEX5L","PEX5-related protein isoform X1 [KO:K13342]","429155"
"PEX14","peroxisomal membrane protein PEX14 [KO:K13343]","771421"
"PEX13","peroxisome biogenesis factor 13 [KO:K13344]","421197"
"PEX12","peroxisome assembly protein 12 [KO:K13345]","417526"
"PEX10","peroxisome biogenesis factor 10 [KO:K13346]","419396"
"PEX2","peroxisome biogenesis factor 2 [KO:K06664]","420192"
"MPV17","protein Mpv17 isoform X13 [KO:K13348]","100857465"
"MPV17L2","mpv17-like protein 2 [KO:K13348]","100857696"
"PXMP4","peroxisomal membrane protein 4 [KO:K13350]","419153"
"PEX11A","peroxisomal membrane protein 11A [KO:K13351]","415486"
"PEX11B","peroxisomal membrane protein 11B [KO:K13352]","112530296"
"PEX11G","peroxisomal membrane protein 11C [KO:K13353]","420131"
"SLC25A17","peroxisomal membrane protein PMP34 [KO:K13354]","418004"
"HACL1","2-hydroxyacyl-CoA lyase 1 [KO:K12261] [EC:4.1.-.-]","420638"
"AMACR","alpha-methylacyl-CoA racemase [KO:K01796] [EC:5.1.99.4]","427429"
"PHYH","LOW QUALITY PROTEIN: phytanoyl-CoA dioxygenase, peroxisomal [KO:K00477] [EC:1.14.11.18]","426601"
"ACOX1","peroxisomal acyl-coenzyme A oxidase 1 [KO:K00232] [EC:1.3.3.6]","417366"
"ACOX3","peroxisomal acyl-coenzyme A oxidase 3 isoform X1 [KO:K00232] [EC:1.3.3.6]","422869"
"ACOX2","peroxisomal acyl-coenzyme A oxidase 2 isoform X1 [KO:K10214] [EC:1.17.99.3]","416068"
"HSD17B4","peroxisomal multifunctional enzyme type 2 [KO:K12405] [EC:4.2.1.119 4.2.1.107 1.1.1.-]","395785"
"SCP2","non-specific lipid-transfer protein [KO:K08764] [EC:2.3.1.176]","396550"
"BAAT","LOW QUALITY PROTEIN: acyl-coenzyme A amino acid N-acyltransferase 2 [KO:K00659] [EC:3.1.2.2 2.3.1.65]","769879"
"EHHADH","peroxisomal bifunctional enzyme [KO:K07514] [EC:5.3.3.8 1.1.1.35 4.2.1.17]","424877"
"ACAA1","3-ketoacyl-CoA thiolase, peroxisomal [KO:K07513] [EC:2.3.1.16]","770094"
"DECR2","peroxisomal 2,4-dienoyl-CoA reductase isoform X1 [KO:K13237] [EC:1.3.1.34]","100858408"
"ECH1","delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial [KO:K12663] [EC:5.3.3.21]","100858352"
"ABCD2","ATP-binding cassette sub-family D member 2 [KO:K05676]","417694"
"ABCD4","ATP-binding cassette sub-family D member 4 isoform X1 [KO:K05678]","423349"
"SLC27A2","bile acyl-CoA synthetase [KO:K08746] [EC:6.2.1.3 6.2.1.-]","426354"
"PECR","peroxisomal trans-2-enoyl-CoA reductase [KO:K07753] [EC:1.3.1.38]","424224"
"ECI2","enoyl-CoA delta isomerase 2, mitochondrial isoform X1 [KO:K13239] [EC:5.3.3.8]","420878"
"NUDT7","peroxisomal coenzyme A diphosphatase NUDT7 [KO:K17879] [EC:3.6.1.-]","415800"
"NUDT12","peroxisomal NADH pyrophosphatase NUDT12 [KO:K03426] [EC:3.6.1.22]","768471"
"NUDT19","nucleoside diphosphate-linked moiety X motif 19 precursor [KO:K13355] [EC:3.6.1.-]","427548"
"ACOT8","acyl-coenzyme A thioesterase 8 [KO:K11992] [EC:3.1.2.27]","419303"
"CRAT","carnitine O-acetyltransferase isoform X2 [KO:K00624] [EC:2.3.1.7]","417195"
"CROT","peroxisomal carnitine O-octanoyltransferase [KO:K05940] [EC:2.3.1.137]","420533"
"MLYCD","malonyl-CoA decarboxylase, mitochondrial [KO:K01578] [EC:4.1.1.9]","415812"
"GNPAT","dihydroxyacetone phosphate acyltransferase isoform X1 [KO:K00649] [EC:2.3.1.42]","421548"
"AGPS","alkyldihydroxyacetonephosphate synthase, peroxisomal isoform X3 [KO:K00803] [EC:2.5.1.26]","424135"
"FAR1","fatty acyl-CoA reductase 1 [KO:K13356] [EC:1.2.1.84]","423028"
"FAR2","fatty acyl-CoA reductase 2 isoform X2 [KO:K13356] [EC:1.2.1.84]","419043"
"MVK","mevalonate kinase [KO:K00869] [EC:2.7.1.36]","768555"
"PMVK","phosphomevalonate kinase isoform X1 [KO:K13273] [EC:2.7.4.2]","101747962"
"AGXT","serine--pyruvate aminotransferase [KO:K00830] [EC:2.6.1.51 2.6.1.45 2.6.1.44]","770344"
"DAO","D-amino-acid oxidase isoform X1 [KO:K00273] [EC:1.4.3.3]","101751055"
"DDO","D-aspartate oxidase [KO:K00272] [EC:1.4.3.1]","770953"
"IDH2","isocitrate dehydrogenase [NADP], mitochondrial [KO:K00031] [EC:1.1.1.42]","431056"
"IDH1","isocitrate dehydrogenase [NADP] cytoplasmic [KO:K00031] [EC:1.1.1.42]","424112"
"PAOX","peroxisomal N(1)-acetyl-spermine/spermidine oxidase isoform X2 [KO:K00308] [EC:1.5.3.13]","100857693"
"PIPOX","peroxisomal sarcosine oxidase isoform X1 [KO:K00306] [EC:1.5.3.7 1.5.3.1]","771808"
"HMGCL","hydroxymethylglutaryl-CoA lyase, mitochondrial isoform 2 [KO:K01640] [EC:4.1.3.4]","396316"
"HMGCLL1","3-hydroxymethyl-3-methylglutaryl-CoA lyase, cytoplasmic isoform X1 [KO:K01640] [EC:4.1.3.4]","421886"
"HAO2","hydroxyacid oxidase 2 isoform X1 [KO:K11517] [EC:1.1.3.15]","418311"
"HAO1","hydroxyacid oxidase 1 [KO:K11517] [EC:1.1.3.15]","416728"
"CAT","catalase [KO:K03781] [EC:1.11.1.6]","423600"
"SOD1","superoxide dismutase [Cu-Zn] [KO:K04565] [EC:1.15.1.1]","395938"
"SOD2","superoxide dismutase [Mn], mitochondrial precursor [KO:K04564] [EC:1.15.1.1]","374042"
"PRDX1","peroxiredoxin-1 [KO:K13279] [EC:1.11.1.15]","424598"
"EPHX2","bifunctional epoxide hydrolase 2 [KO:K08726] [EC:3.1.3.76 3.3.2.10]","421999"
"GSTK1","glutathione S-transferase kappa 1 [KO:K13299] [EC:2.5.1.18]","418302"
"XDH","xanthine dehydrogenase/oxidase [KO:K00106] [EC:1.17.3.2 1.17.1.4]","396025"
"DHRS4","dehydrogenase/reductase SDR family member 4 [KO:K11147] [EC:1.1.-.-]","426247"
"VAMP3","vesicle-associated membrane protein 3 [KO:K13505]","419368"
"STX12","syntaxin-12 isoform X2 [KO:K13813]","769300"
"STX7","syntaxin-7 [KO:K08488]","426930"
"STX18","syntaxin-18 [KO:K08492]","422848"
"SEC22B","vesicle-trafficking protein SEC22b precursor [KO:K08517]","424377"
"RAB5A","ras-related protein Rab-5A [KO:K07887]","420649"
"RAB5B","ras-related protein Rab-5B [KO:K07888]","100529061"
"RAB5C","ras-related protein Rab-5C [KO:K07889]","395197"
"EEA1","early endosome antigen 1 isoform X1 [KO:K12478]","417896"
"HGS","hepatocyte growth factor-regulated tyrosine kinase substrate isoform X1 [KO:K12182]","428675"
"ATP6V0E1","V-type proton ATPase subunit e 1 [KO:K02153]","768854"
"ATP6V0E2","V-type proton ATPase subunit e 2 [KO:K02153]","769770"
"ATP6V0A1","V-type proton ATPase 116 kDa subunit a isoform 1 [KO:K02154]","395474"
"ATP6V0A2","V-type proton ATPase 116 kDa subunit a [KO:K02154]","395473"
"TCIRG1","V-type proton ATPase 116 kDa subunit a [KO:K02154]","395472"
"ATP6V0A4","V-type proton ATPase 116 kDa subunit a [KO:K02154]","418104"
"ATP6V0D1","V-type proton ATPase subunit d 1 [KO:K02146]","415674"
"ATP6V0D2","V-type proton ATPase subunit d 2 [KO:K02146]","420210"
"ATP6V0C","V-type proton ATPase 16 kDa proteolipid subunit [KO:K02155]","416753"
"ATP6V0B","V-type proton ATPase 21 kDa proteolipid subunit [KO:K03661]","424575"
"ATP6AP1","V-type proton ATPase subunit S1 precursor [KO:K03662]","427854"
"LAMP1","lysosome-associated membrane glycoprotein 1 precursor [KO:K06528]","396220"
"LAMP2","lysosome-associated membrane glycoprotein 2 precursor [KO:K06528]","414800"
"M6PR","cation-dependent mannose-6-phosphate receptor isoform X4 [KO:K10089]","396044"
"MPO","eosinophil peroxidase isoform X1 [KO:K10789] [EC:1.11.2.2]","417467"
"LPO","myeloperoxidase [KO:K10789] [EC:1.11.2.2]","417466"
"SEC61A1","protein transport protein Sec61 subunit alpha [KO:K10956]","416023"
"SEC61A2","protein transport protein Sec61 subunit alpha [KO:K10956]","426369"
"SEC61B","protein transport protein Sec61 subunit beta [KO:K09481]","420997"
"SEC61G","protein transport protein Sec61 subunit gamma [KO:K07342]","776639"
"CANX","calnexin precursor [KO:K08054]","416288"
"C1R","complement C1r subcomponent [KO:K01330] [EC:3.4.21.41]","418295"
"COLEC11","collectin-11 precursor [KO:K10066]","428649"
"COLEC12","collectin-12 [KO:K10062]","421061"
"MBL2","mannose-binding lectin precursor [KO:K03991]","374267"
"SFTPA2","surfactant protein A2 precursor [KO:K10067]","395308"
"PLA2R1","secretory phospholipase A2 receptor precursor [KO:K06560]","404304"
"MRC2","C-type mannose receptor 2 [KO:K06560]","419950"
"MMR1L3","macrophage mannose receptor 1-like 3 precursor [KO:K06560]","420515"
"MRC1","mannose receptor C-type 1 precursor [KO:K06560]","420516"
"MMR1L2","macrophage mannose receptor 1-like 2 precursor [KO:K06560]","428421"
"MMR1L1","macrophage mannose receptor 1-like 1 precursor [KO:K06560]","771876"
"MMR1L4","macrophage mannose receptor 1-like 4 precursor [KO:K06560]","771888"
"MARCO","macrophage receptor MARCO [KO:K13884]","395488"
"SCARB1","scavenger receptor class B member 1 isoform X2 [KO:K13885]","416814"
"NCF1","neutrophil cytosol factor 1 [KO:K08011]","417485"
"NCF2","neutrophil cytosol factor 2 [KO:K08010]","424445"
"NCF4","neutrophil cytosol factor 4 [KO:K08012]","418052"
"ARF6","ADP-ribosylation factor 6 [KO:K07941]","428927"
"DNM1","dynamin-1 isoform X4 [KO:K01528] [EC:3.6.5.5]","417217"
"DNM3","dynamin-3 isoform X6 [KO:K01528] [EC:3.6.5.5]","424389"
"DNM2L","LOW QUALITY PROTEIN: dynamin-2 [KO:K01528] [EC:3.6.5.5]","430067"
"CLTA","clathrin light chain A [KO:K04644]","427284"
"CLTB","clathrin light chain B isoform 2 [KO:K04645]","416226"
"CLTCL1","clathrin heavy chain 2 isoform X5 [KO:K04646]","416765"
"CLTC","clathrin heavy chain 1 [KO:K04646]","395272"
"AP2A2","AP-2 complex subunit alpha-2 [KO:K11824]","423102"
"AP2B1","AP-2 complex subunit beta isoform X2 [KO:K11825]","417525"
"AP2M1","AP-2 complex subunit mu [KO:K11826]","770246"
"CLAPS2","AP-2 complex subunit sigma [KO:K11827]","100859555"
"EHD2","EH domain-containing protein 2 [KO:K12469]","107049991"
"SH3KBP1","SH3 domain-containing kinase-binding protein 1 [KO:K12470]","418608"
"SH3GL3","endophilin-A3 [KO:K11247]","395201"
"SH3GL2","endophilin-A1 [KO:K11247]","395203"
"SH3GL1","endophilin-A2 [KO:K11247]","395202"
"SH3GLB1","endophilin-B1 [KO:K11248]","424522"
"SH3GLB2","endophilin-B2 [KO:K21269]","417197"
"AMPH","amphiphysin [KO:K12562]","420761"
"BIN1","myc box-dependent-interacting protein 1 [KO:K12562]","424228"
"EPN2","epsin-2 [KO:K12471]","416524"
"EPN3","epsin-3 isoform X1 [KO:K12471]","100859290"
"EPS15","epidermal growth factor receptor substrate 15 [KO:K12472]","424633"
"EPS15L1","epidermal growth factor receptor substrate 15-like 1 isoform X1 [KO:K12472]","420147"
"SPG20","spartin isoform X1 [KO:K19366]","418902"
"UBC","polyubiquitin-C [KO:K04551]","396190"
"RNF41","E3 ubiquitin-protein ligase NRDP1 [KO:K11981] [EC:2.3.2.27]","426468"
"RNF151","RING finger protein 151 [KO:K11981] [EC:2.3.2.27]","420226"
"ITCH","E3 ubiquitin-protein ligase Itchy homolog [KO:K05632] [EC:2.3.2.26]","419145"
"WWP1","NEDD4-like E3 ubiquitin-protein ligase WWP1 [KO:K05633] [EC:2.3.2.26]","420212"
"LDLRAP1","low density lipoprotein receptor adapter protein 1 [KO:K12474]","419589"
"NUMBL","low density lipoprotein receptor adapter protein 1 isoform X1 [KO:K12474]","421982"
"DAB2","disabled homolog 2 isoform X1 [KO:K12475]","427449"
"CCR2","C-C chemokine receptor type 2 [KO:K04180]","420696"
"CCR5","C-C chemokine receptor type 5 [KO:K04180]","420695"
"CXCR1","C-X-C chemokine receptor type 2 [KO:K05050]","430652"
"GRK6","LOW QUALITY PROTEIN: G protein-coupled receptor kinase 6 [KO:K08291] [EC:2.7.11.16]","416361"
"GRK5","G protein-coupled receptor kinase 5 isoform X2 [KO:K08291] [EC:2.7.11.16]","423929"
"GRK4","G protein-coupled receptor kinase 4 [KO:K08291] [EC:2.7.11.16]","422879"
"WIPF1","WAS/WASL-interacting protein family member 1 [KO:K19475]","424143"
"WIPF2","WAS/WASL-interacting protein family member 2 isoform X2 [KO:K19475]","771898"
"WIPF3","WAS/WASL-interacting protein family member 3 isoform X1 [KO:K19475]","420634"
"DNAJC6","putative tyrosine-protein phosphatase auxilin [KO:K09526]","424698"
"WASHC4","WASH complex subunit 4 isoform X1 [KO:K18465]","418077"
"WASHC5","WASH complex subunit 5 [KO:K18464]","420334"
"WASHC2C","WASH complex subunit FAM21C [KO:K18462]","423772"
"WASHC1","WASH complex subunit 1 [KO:K18461]","418145"
"WASHC3","WASH complex subunit 3 isoform X2 [KO:K18463]","418094"
"CAPZA1","F-actin-capping protein subunit alpha-1 [KO:K10364]","396521"
"CAPZA2","F-actin-capping protein subunit alpha-2 [KO:K10364]","417771"
"CAPZA3","F-actin-capping protein subunit alpha-3 [KO:K10364]","427929"
"CAPZB","capping protein (actin filament) muscle Z-line, beta isoform 1 [KO:K10365]","396418"
"VPS29","vacuolar protein sorting-associated protein 29 [KO:K18467]","416867"
"VPS29L","vacuolar protein sorting 29 homolog [KO:K18467]","416931"
"VPS26B","vacuolar protein sorting-associated protein 26B [KO:K18466]","419738"
"VPS26A","vacuolar protein sorting-associated protein 26A [KO:K18466]","423696"
"VPS35","vacuolar protein sorting-associated protein 35 [KO:K18468]","415750"
"SNX3","sorting nexin-3 [KO:K17918]","421772"
"SNX12","sorting nexin-12 [KO:K17918]","428704"
"USP8","ubiquitin carboxyl-terminal hydrolase 8 isoform X1 [KO:K11839] [EC:3.4.19.12]","415451"
"STAMBP","STAM-binding protein isoform X2 [KO:K11866] [EC:3.4.19.12]","771090"
"STAM","signal transducing adapter molecule 1 [KO:K04705]","420517"
"STAM2","signal transducing adapter molecule 2 [KO:K04705]","424317"
"TSG101","tumor susceptibility gene 101 protein [KO:K12183]","423082"
"MVB12A","multivesicular body subunit 12A [KO:K12186]","426089"
"MVB12B","multivesicular body subunit 12B [KO:K12186]","417092"
"VPS37C","vacuolar protein sorting-associated protein 37C [KO:K12185]","423023"
"VPS37B","vacuolar protein sorting-associated protein 37B [KO:K12185]","416835"
"VPS37A","vacuolar protein sorting-associated protein 37A [KO:K12185]","422732"
"VPS37D","vacuolar protein sorting-associated protein 37D [KO:K12185]","100859879"
"SNF8","vacuolar-sorting protein SNF8 [KO:K12188]","419990"
"VPS36","vacuolar protein-sorting-associated protein 36 [KO:K12190]","418883"
"VPS25","vacuolar protein-sorting-associated protein 25 isoform X2 [KO:K12189]","420021"
"VTA1","vacuolar protein sorting-associated protein VTA1 homolog isoform X2 [KO:K12199]","421674"
"IST1","IST1 homolog isoform X1 [KO:K19476]","415877"
"PDCD6IP","programmed cell death 6-interacting protein [KO:K12200]","420725"
"SPG21","maspardin isoform 1 [KO:K19367]","415526"
"IGF2R","cation-independent mannose-6-phosphate receptor precursor [KO:K06564]","395817"
"SNX2","sorting nexin-2 [KO:K17917]","426797"
"SNX1","sorting nexin-1 [KO:K17917]","427480"
"SNX5","sorting nexin-5 [KO:K17920]","416718"
"SNX6","sorting nexin-6 [KO:K17920]","771038"
"IL2RA","interleukin-15 receptor subunit alpha precursor [KO:K05068]","395294"
"IL2RB","interleukin-2 receptor subunit beta precursor [KO:K05069]","100859707"
"IL2RG","cytokine receptor common subunit gamma isoform 2 precursor [KO:K05070]","395199"
"FOLR1","folate receptor alpha precursor [KO:K13649]","395638"
"RBP","riboflavin-binding protein precursor [KO:K13649]","396449"
"EHD3","EH domain-containing protein 3 [KO:K12476]","421306"
"EHD4","EH domain-containing protein 4 isoform X2 [KO:K12477]","100859860"
"RABEP1","rab GTPase-binding effector protein 1 [KO:K12480]","395930"
"RBSN","rabenosyn-5 isoform X1 [KO:K12481]","416128"
"RAB4A","ras-related protein Rab-4A isoform X1 [KO:K07879]","421532"
"RUFY1","RUN and FYVE domain-containing protein 1 [KO:K12482]","426519"
"VPS45","vacuolar protein sorting-associated protein 45 [KO:K12479]","430741"
"SNX4","sorting nexin-4 [KO:K17919]","424260"
"RAB22A","ras-related protein Rab-22A [KO:K07891]","419318"
"RAB31","ras-related protein Rab-31 isoform X1 [KO:K07891]","430750"
"RAB10","ras-related protein Rab-10 [KO:K07903]","421994"
"RAB35","ras-related protein Rab-35 [KO:K07876]","416983"
"RAB11A","ras-related protein Rab-11A [KO:K07904]","415544"
"RAB11B","ras-related protein Rab-11B [KO:K07905]","420063"
"RAB11FIP2","rab11 family-interacting protein 2 [KO:K12484]","423924"
"RAB11FIP1","rab11 family-interacting protein 1 isoform X1 [KO:K12484]","770622"
"RAB11FIP5","rab11 family-interacting protein 5 isoform X2 [KO:K12484]","422952"
"ZFYVE27","protrudin [KO:K19368]","423839"
"KIF5C","kinesin heavy chain isoform 5C [KO:K10396]","408046"
"KIF5B","kinesin-1 heavy chain isoform X2 [KO:K10396]","420472"
NA,"LOW QUALITY PROTEIN: kinesin heavy chain-like [KO:K10396]","107050879"
"RAB11FIP4","rab11 family-interacting protein 4 isoform X1 [KO:K12485]","427808"
"RAB11FIP3","rab11 family-interacting protein 3 isoform X1 [KO:K12485]","100857269"
"SMAP2","stromal membrane-associated protein 2 [KO:K12486]","419641"
