"gene.symbol","description","entrezgene"
"Csnk2a1","casein kinase 2, alpha 1 polypeptide [KO:K03097] [EC:2.7.11.1]","12995"
"Csnk2a2","casein kinase 2, alpha prime polypeptide [KO:K03097] [EC:2.7.11.1]","13000"
"Csnk2b","casein kinase 2, beta polypeptide [KO:K03115]","13001"
"Fcgr2b","Fc receptor, IgG, low affinity IIb [KO:K12560]","14130"
"Rack1","receptor for activated C kinase 1 [KO:K14753]","14694"
"Rab9","RAB9, member RAS oncogene family [KO:K07899]","56382"
"Rab9b","RAB9B, member RAS oncogene family [KO:K07900]","319642"
"Eif3h","eukaryotic translation initiation factor 3, subunit H [KO:K03247]","68135"
"Rchy1","ring finger and CHY zinc finger domain containing 1 [KO:K10144] [EC:2.3.2.27]","68098"
"Trp73","transformation related protein 73 [KO:K10148]","22062"
"Slc10a1","solute carrier family 10 (sodium/bile acid cotransporter family), member 1 [KO:K14341]","20493"
"Casp12","caspase 12 [KO:K04741] [EC:3.4.22.-]","12364"
"Pcna","proliferating cell nuclear antigen [KO:K04802]","18538"
"Tirap","toll-interleukin 1 receptor (TIR) domain-containing adaptor protein [KO:K05403]","117149"
"Ticam2","toll-like receptor adaptor molecule 2 [KO:K05409]","225471"
"Ldlr","low density lipoprotein receptor [KO:K12473]","16835"
"Scarb1","scavenger receptor class B, member 1 [KO:K13885]","20778"
"Cd81","CD81 antigen [KO:K06508]","12520"
"Cldn34c4","claudin 34C4 [KO:K06087]","73934"
"Cldn34d","claudin 34D [KO:K06087]","74987"
"Cldn16","claudin 16 [KO:K06087]","114141"
"Cldn1","claudin 1 [KO:K06087]","12737"
"Cldn2","claudin 2 [KO:K06087]","12738"
"Cldn3","claudin 3 [KO:K06087]","12739"
"Cldn4","claudin 4 [KO:K06087]","12740"
"Cldn5","claudin 5 [KO:K06087]","12741"
"Cldn11","claudin 11 [KO:K06087]","18417"
"Cldn17","claudin 17 [KO:K06087]","239931"
"Cldn19","claudin 19 [KO:K06087]","242653"
"Cldn7","claudin 7 [KO:K06087]","53624"
"Cldn6","claudin 6 [KO:K06087]","54419"
"Cldn8","claudin 8 [KO:K06087]","54420"
"Cldn14","claudin 14 [KO:K06087]","56173"
"Cldn18","claudin 18 [KO:K06087]","56492"
"Cldn9","claudin 9 [KO:K06087]","56863"
"Cldn13","claudin 13 [KO:K06087]","57255"
"Cldn10","claudin 10 [KO:K06087]","58187"
"Cldn15","claudin 15 [KO:K06087]","60363"
"Cldn23","claudin 23 [KO:K06087]","71908"
"Cldn20","claudin 20 [KO:K06087]","621628"
"Cldn22","claudin 22 [KO:K06087]","75677"
"Cldn24","claudin 24 [KO:K06087]","100039801"
"Ocln","occludin [KO:K06088]","18260"
"Ifit1bl1","interferon induced protein with tetratricpeptide repeats 1B like 1 [KO:K14217]","667373"
"Ifit1","interferon-induced protein with tetratricopeptide repeats 1 [KO:K14217]","15957"
"Eif3e","eukaryotic translation initiation factor 3, subunit E [KO:K03250]","16341"
"Pias1","protein inhibitor of activated STAT 1 [KO:K04706] [EC:2.3.2.-]","56469"
"Cflar","CASP8 and FADD-like apoptosis regulator [KO:K04724]","12633"
"Psme3","proteaseome (prosome, macropain) activator subunit 3 (PA28 gamma, Ki) [KO:K06698]","19192"
"Ppara","peroxisome proliferator activated receptor alpha [KO:K07294]","19013"
"Nr1h3","nuclear receptor subfamily 1, group H, member 3 [KO:K08536]","22259"
"Nfya","nuclear transcription factor-Y alpha [KO:K08064]","18044"
"Nfyc","nuclear transcription factor-Y gamma [KO:K08066]","18046"
"Ctss","cathepsin S [KO:K01368] [EC:3.4.22.27]","13040"
"Clec4e","C-type lectin domain family 4, member e [KO:K10059]","56619"
"Clec7a","C-type lectin domain family 7, member a [KO:K10074]","56644"
"Malt1","MALT1 paracaspase [KO:K07369] [EC:3.4.22.-]","240354"
"Bcl10","B cell leukemia/lymphoma 10 [KO:K07368]","12042"
"Ripk2","receptor (TNFRSF)-interacting serine-threonine kinase 2 [KO:K08846] [EC:2.7.11.1]","192656"
"Hspa9","heat shock protein 9 [KO:K04043]","15526"
"Hspd1","heat shock protein 1 (chaperonin) [KO:K04077]","15510"
"Lbp","lipopolysaccharide binding protein [KO:K05399]","16803"
"Tlr1","toll-like receptor 1 [KO:K05398]","21897"
"Tlr6","toll-like receptor 6 [KO:K10169]","21899"
"Irak2","interleukin-1 receptor-associated kinase 2 [KO:K04731] [EC:2.7.11.1]","108960"
"Cebpg","CCAAT/enhancer binding protein (C/EBP), gamma [KO:K10049]","12611"
"Lsp1","lymphocyte specific 1 [KO:K14957]","16985"
"Plk3","polo like kinase 3 [KO:K08862] [EC:2.7.11.21]","12795"
"Ksr1","kinase suppressor of ras 1 [KO:K14958]","16706"
"Cyp27b1","cytochrome P450, family 27, subfamily b, polypeptide 1 [KO:K07438] [EC:1.14.15.18]","13115"
"Vdr","vitamin D (1,25-dihydroxyvitamin D3) receptor [KO:K08539]","22337"
"Camp","cathelicidin antimicrobial peptide [KO:K13916]","12796"
"Itgax","integrin alpha X [KO:K06462]","16411"
"Mrc1","mannose receptor, C type 1 [KO:K06560]","17533"
"Mrc2","mannose receptor, C type 2 [KO:K06560]","17534"
"Pla2r1","phospholipase A2 receptor 1 [KO:K06560]","18779"
"Sphk2","sphingosine kinase 2 [KO:K04718] [EC:2.7.1.91]","56632"
"Sphk1","sphingosine kinase 1 [KO:K04718] [EC:2.7.1.91]","20698"
"Rab5a","RAB5A, member RAS oncogene family [KO:K07887]","271457"
"Rab5b","RAB5B, member RAS oncogene family [KO:K07888]","19344"
"Rab5c","RAB5C, member RAS oncogene family [KO:K07889]","19345"
"Eea1","early endosome antigen 1 [KO:K12478]","216238"
"Rab7","RAB7, member RAS oncogene family [KO:K07897]","19349"
"Ctsd","cathepsin D [KO:K01379] [EC:3.4.23.5]","13033"
"Lamp1","lysosomal-associated membrane protein 1 [KO:K06528]","16783"
"Lamp2","lysosomal-associated membrane protein 2 [KO:K06528]","16784"
"Coro1a","coronin, actin binding protein 1A [KO:K13882]","12721"
"Fcgr3","Fc receptor, IgG, low affinity III [KO:K16824]","14131"
"Fgg","fibrinogen gamma chain [KO:K03905]","99571"
"Cfb","complement factor B [KO:K01335] [EC:3.4.21.47]","14962"
"Cfd","complement factor D (adipsin) [KO:K01334] [EC:3.4.21.46]","11537"
"Cfh","complement component factor h [KO:K04004]","12628"
"Mbl1","mannose-binding lectin (protein A) 1 [KO:K03991]","17194"
"Mbl2","mannose-binding lectin (protein C) 2 [KO:K03991]","17195"
"Masp1","mannan-binding lectin serine peptidase 1 [KO:K03992] [EC:3.4.21.-]","17174"
"Masp2","mannan-binding lectin serine peptidase 2 [KO:K03993] [EC:3.4.21.104]","17175"
"C3ar1","complement component 3a receptor 1 [KO:K04009]","12267"
"C5ar1","complement component 5a receptor 1 [KO:K04010]","12273"
"Fpr2","formyl peptide receptor 2 [KO:K04173]","14289"
"Fpr3","formyl peptide receptor 3 [KO:K04173]","14294"
"Fpr-rs4","formyl peptide receptor, related sequence 4 [KO:K04173]","14291"
"Fpr-rs6","formyl peptide receptor, related sequence 6 [KO:K04173]","321020"
"Fpr-rs3","formyl peptide receptor, related sequence 3 [KO:K04173]","14290"
"Fpr1","formyl peptide receptor 1 [KO:K04172]","14293"
"Cfi","complement component factor i [KO:K01333] [EC:3.4.21.45]","12630"
"Selplg","selectin, platelet (p-selectin) ligand [KO:K06544]","20345"
"Selp","selectin, platelet [KO:K06496]","20344"
"Defb1","defensin beta 1 [KO:K23125]","13214"
"Defb4","defensin beta 4 [KO:K21100]","56519"
"Defb14","defensin beta 14 [KO:K23126]","244332"
"Defa5","defensin, alpha, 5 [KO:K05230]","13239"
"Defa6","defensin, alpha, 6 [KO:K05230]","13240"
"Defa22","defensin, alpha, 22 [KO:K05230]","382059"
"Defa21","defensin, alpha, 21 [KO:K05230]","66298"
"Defa20","defensin, alpha, 20 [KO:K05230]","68009"
"Defa1","defensin, alpha 1 [KO:K05230]","13216"
"Defa29","defensin, alpha, 29 [KO:K05230]","13218"
"Defa-rs10","defensin, alpha, related sequence 10 [KO:K05230]","13219"
"Defa-rs12","defensin, alpha, related sequence 12 [KO:K05230]","13221"
"Defa-rs2","defensin, alpha, related sequence 2 [KO:K05230]","13222"
"Defa31","defensin, alpha, 31 [KO:K05230]","13226"
"CRS1C-3","cDNA sequence AY761184 [KO:K05230]","382000"
"Defa23","defensin, alpha, 23 [KO:K05230]","497114"
"Defa4","defensin, alpha, 4 [KO:K05230]","13238"
"Defa2","defensin, alpha, 2 [KO:K05230]","100294660"
"Defa17","defensin, alpha, 17 [KO:K05230]","23855"
"Defa32","defensin, alpha, 32 [KO:K05230]","100041890"
"Defa33","defensin, alpha, 33 [KO:K05230]","100505096"
"Defa27","defensin, alpha, 27 [KO:K05230]","100041811"
"Defa26","defensin, alpha, 26 [KO:K05230]","626708"
"Defa37","defensin, alpha, 37 [KO:K05230]","100041895"
"Gm15293","predicted gene 15293 [KO:K05230]","100041759"
"Gm15292","predicted gene 15292 [KO:K05230]","100041787"
"Defa30","defensin, alpha, 30 [KO:K05230]","100038927"
"Defa35","defensin, alpha, 35 [KO:K05230]","100041688"
"Defa34","defensin, alpha, 34 [KO:K05230]","100041952"
"Defa25","defensin, alpha, 25 [KO:K05230]","13236"
"Defa36","defensin, alpha, 36 [KO:K05230]","100862126"
"Defa24","defensin, alpha, 24 [KO:K05230]","503491"
"Defa28","defensin, alpha, 28 [KO:K05230]","626682"
"Gm7849","predicted gene 7849 [KO:K05230]","665927"
"Gm14851","predicted gene 14851 [KO:K05230]","634825"
NA,"cDNA sequence AY761185 [KO:K05230]","100503970"
"Gm7861","predicted gene 7861 [KO:K05230]","665956"
"Defa-rs4","defensin, alpha,, related sequence 4 [KO:K05230]","13223"
"Dsg1b","desmoglein 1 beta [KO:K07596]","225256"
"Dsg1a","desmoglein 1 alpha [KO:K07596]","13510"
"Dsg1c","desmoglein 1 gamma [KO:K07596]","211924"
"Ptafr","platelet-activating factor receptor [KO:K04279]","19204"
"Krt10","keratin 10 [KO:K07604]","16661"
"Hspb1","heat shock protein 1 [KO:K04455]","15507"
"Gna14","guanine nucleotide binding protein, alpha 14 [KO:K04636]","14675"
"Gna15","guanine nucleotide binding protein, alpha 15 [KO:K04637]","14676"
"Gnal","guanine nucleotide binding protein, alpha stimulating, olfactory type [KO:K04633]","14680"
"Rab7b","RAB7B, member RAS oncogene family [KO:K07898]","226421"
"Col3a1","collagen, type III, alpha 1 [KO:K19720]","12825"
"Vcl","vinculin [KO:K05700]","22330"
"Arg1","arginase, liver [KO:K01476] [EC:3.5.3.1]","11846"
"Arg2","arginase type II [KO:K01476] [EC:3.5.3.1]","11847"
"Serpinb1a","serine (or cysteine) peptidase inhibitor, clade B, member 1a [KO:K13963]","66222"
"Serpinb3a","serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 3A [KO:K13963]","20248"
"Serpinb6a","serine (or cysteine) peptidase inhibitor, clade B, member 6a [KO:K13963]","20719"
"Serpinb9","serine (or cysteine) peptidase inhibitor, clade B, member 9 [KO:K13963]","20723"
"Serpinb10","serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 10 [KO:K13963]","241197"
"Serpinb13","serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 13 [KO:K13963]","241196"
"Serpinb9e","serine (or cysteine) peptidase inhibitor, clade B, member 9e [KO:K13963]","20710"
"Serpinb9b","serine (or cysteine) peptidase inhibitor, clade B, member 9b [KO:K13963]","20706"
"Gm11397","predicted gene 11397 [KO:K13963]","544923"
"Serpinb9g","serine (or cysteine) peptidase inhibitor, clade B, member 9g [KO:K13963]","93806"
"Serpinb9f","serine (or cysteine) peptidase inhibitor, clade B, member 9f [KO:K13963]","20709"
"Serpinb1c","serine (or cysteine) peptidase inhibitor, clade B, member 1c [KO:K13963]","380839"
"Serpinb9c","serine (or cysteine) peptidase inhibitor, clade B, member 9c [KO:K13963]","20707"
"Serpinb9d","serine (or cysteine) peptidase inhibitor, clade B, member 9d [KO:K13963]","20726"
"Serpinb3d","serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 3D [KO:K13963]","394252"
"Serpinb6c","serine (or cysteine) peptidase inhibitor, clade B, member 6c [KO:K13963]","97848"
"Serpinb3c","serine (or cysteine) peptidase inhibitor, clade B, member 3C [KO:K13963]","381286"
"Serpinb3b","serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 3B [KO:K13963]","383548"
"Serpinb6b","serine (or cysteine) peptidase inhibitor, clade B, member 6b [KO:K13963]","20708"
"Serpinb1b","serine (or cysteine) peptidase inhibitor, clade B, member 1b [KO:K13963]","282663"
"Cd1d1","CD1d1 antigen [KO:K06448]","12479"
"Irgm1","immunity-related GTPase family M member 1 [KO:K14139] [EC:3.6.5.-]","15944"
"Igtp","interferon gamma induced GTPase [KO:K14140]","16145"
"Tlr11","toll-like receptor 11 [KO:K14142]","239081"
"Ly96","lymphocyte antigen 96 [KO:K05400]","17087"
"Ppif","peptidylprolyl isomerase F (cyclophilin F) [KO:K09565] [EC:5.2.1.8]","105675"
"Alox5","arachidonate 5-lipoxygenase [KO:K00461] [EC:1.13.11.34]","11689"
"Lrp1","low density lipoprotein receptor-related protein 1 [KO:K04550]","16971"
"Ackr1","atypical chemokine receptor 1 (Duffy blood group) [KO:K06574]","13349"
"Gypa","glycophorin A [KO:K06575]","14934"
"Gypc","glycophorin C [KO:K06576]","71683"
"Hba-a2","hemoglobin alpha, adult chain 2 [KO:K13822]","110257"
"Hba-a1","hemoglobin alpha, adult chain 1 [KO:K13822]","15122"
"Hbb-b1","hemoglobin, beta adult major chain [KO:K13823]","15129"
"Hbb-b2","hemoglobin, beta adult minor chain [KO:K13823]","15130"
"Hbb-bt","hemoglobin, beta adult t chain [KO:K13823]","101488143"
"Hbb-bs","hemoglobin, beta adult s chain [KO:K13823]","100503605"
"Csf3","colony stimulating factor 3 (granulocyte) [KO:K05423]","12985"
"Cd36","CD36 molecule [KO:K06259]","12491"
"Klra4","killer cell lectin-like receptor, subfamily A, member 4","16635"
"Thop1","thimet oligopeptidase 1 [KO:K01392] [EC:3.4.24.15]","50492"
"Nppa","natriuretic peptide type A [KO:K12334]","230899"
"Apoa1","apolipoprotein A-I [KO:K08757]","11806"
"Ido1","indoleamine 2,3-dioxygenase 1 [KO:K00463] [EC:1.13.11.52]","15930"
"Ido2","indoleamine 2,3-dioxygenase 2 [KO:K00463] [EC:1.13.11.52]","209176"
"F2rl1","coagulation factor II (thrombin) receptor-like 1 [KO:K04234]","14063"
"Serpine1","serine (or cysteine) peptidase inhibitor, clade E, member 1 [KO:K03982]","18787"
"Ncf4","neutrophil cytosolic factor 4 [KO:K08012]","17972"
"Cybb","cytochrome b-245, beta polypeptide [KO:K21421] [EC:1.-.-.-]","13058"
"Marcksl1","MARCKS-like 1 [KO:K13536]","17357"
"Arf1","ADP-ribosylation factor 1 [KO:K07937]","11840"
"Rab1a","RAB1A, member RAS oncogene family [KO:K07874]","19324"
"Rab1b","RAB1B, member RAS oncogene family [KO:K07875]","76308"
"Sec22b","SEC22 homolog B, vesicle trafficking protein [KO:K08517]","20333"
"Sar1a","secretion associated Ras related GTPase 1A [KO:K07953] [EC:3.6.5.-]","20224"
"Sar1b","secretion associated Ras related GTPase 1B [KO:K07953] [EC:3.6.5.-]","66397"
"Vcp","valosin containing protein [KO:K13525]","269523"
"Bnip3","BCL2/adenovirus E1B interacting protein 3 [KO:K15464]","12176"
"Bcl2l13","BCL2-like 13 (apoptosis facilitator) [KO:K15485]","94044"
"Hbs1l","Hbs1-like (S. cerevisiae) [KO:K14416]","56422"
"Eef1a2","eukaryotic translation elongation factor 1 alpha 2 [KO:K03231]","13628"
"Eef1a1","eukaryotic translation elongation factor 1 alpha 1 [KO:K03231]","13627"
"Hsf1","heat shock factor 1 [KO:K09414]","15499"
"Eef1g","eukaryotic translation elongation factor 1 gamma [KO:K03233]","67160"
"Naip1","NLR family, apoptosis inhibitory protein 1 [KO:K12807]","17940"
"Naip5","NLR family, apoptosis inhibitory protein 5 [KO:K12807]","17951"
"Naip6","NLR family, apoptosis inhibitory protein 6 [KO:K12807]","17952"
"Naip7","NLR family, apoptosis inhibitory protein 7 [KO:K12807]","53880"
"Naip2","NLR family, apoptosis inhibitory protein 2 [KO:K12807]","17948"
"Nlrc4","NLR family, CARD domain containing 4 [KO:K12805]","268973"
"Clk1","CDC-like kinase 1 [KO:K08823] [EC:2.7.12.1]","12747"
"Serping1","serine (or cysteine) peptidase inhibitor, clade G, member 1 [KO:K04001]","12258"
"C4bp","complement component 4 binding protein [KO:K04002]","12269"
"Zp3r","zona pellucida 3 receptor [KO:K04002]","22789"
"Irf8","interferon regulatory factor 8 [KO:K10155]","15900"
"Sftpa1","surfactant associated protein A1 [KO:K10067]","20387"
"Nod1","nucleotide-binding oligomerization domain containing 1 [KO:K08727]","107607"
"Rhog","ras homolog family member G [KO:K07863]","56212"
"Arpc5","actin related protein 2/3 complex, subunit 5 [KO:K05754]","67771"
"Arpc5l","actin related protein 2/3 complex, subunit 5-like [KO:K05754]","74192"
"Arpc4","actin related protein 2/3 complex, subunit 4 [KO:K05755]","68089"
"Arpc3","actin related protein 2/3 complex, subunit 3 [KO:K05756]","56378"
"Arpc1b","actin related protein 2/3 complex, subunit 1B [KO:K05757]","11867"
"Arpc1a","actin related protein 2/3 complex, subunit 1A [KO:K05757]","56443"
"Arpc2","actin related protein 2/3 complex, subunit 2 [KO:K05758]","76709"
"Tjp1","tight junction protein 1 [KO:K05701]","21872"
"Pkn1","protein kinase N1 [KO:K06071] [EC:2.7.11.13]","320795"
"Pkn3","protein kinase N3 [KO:K06071] [EC:2.7.11.13]","263803"
"Pkn2","protein kinase N2 [KO:K06071] [EC:2.7.11.13]","109333"
"Plekhm2","pleckstrin homology domain containing, family M (with RUN domain) member 2 [KO:K15348]","69582"
"Klc1","kinesin light chain 1 [KO:K10407]","16593"
"Klc2","kinesin light chain 2 [KO:K10407]","16594"
"Klc3","kinesin light chain 3 [KO:K10407]","232943"
"Klc4","kinesin light chain 4 [KO:K10407]","74764"
"Rilp","Rab interacting lysosomal protein [KO:K13883]","280408"
"Dync1h1","dynein cytoplasmic 1 heavy chain 1 [KO:K10413]","13424"
"Dync2h1","dynein cytoplasmic 2 heavy chain 1 [KO:K10414]","110350"
"Dync1i1","dynein cytoplasmic 1 intermediate chain 1 [KO:K10415]","13426"
"Dync1i2","dynein cytoplasmic 1 intermediate chain 2 [KO:K10415]","13427"
"Dync1li2","dynein, cytoplasmic 1 light intermediate chain 2 [KO:K10416]","234663"
"Dync1li1","dynein cytoplasmic 1 light intermediate chain 1 [KO:K10416]","235661"
"Pfn1","profilin 1 [KO:K05759]","18643"
"Pfn2","profilin 2 [KO:K05759]","18645"
"Pfn3","profilin 3 [KO:K05759]","75477"
"Pfn4","profilin family, member 4 [KO:K05759]","382562"
"Arhgap10","Rho GTPase activating protein 10 [KO:K13736]","78514"
"Dock1","dedicator of cytokinesis 1 [KO:K13708]","330662"
"Sept1","septin 1 [KO:K13737]","54204"
"Sept2","septin 2 [KO:K16942]","18000"
"Sept3","septin 3 [KO:K16938]","24050"
"Sept9","septin 9 [KO:K16938]","53860"
"Sept12","septin 12 [KO:K16938]","71089"
"Sept6","septin 6 [KO:K16939]","56526"
"Sept11","septin 11 [KO:K16939]","52398"
"Sept8","septin 8 [KO:K16939]","20362"
"Cd2ap","CD2-associated protein [KO:K13738]","12488"
"Dnm2","dynamin 2 [KO:K01528] [EC:3.6.5.5]","13430"
"Dnm1","dynamin 1 [KO:K01528] [EC:3.6.5.5]","13429"
"Dnm3","dynamin 3 [KO:K01528] [EC:3.6.5.5]","103967"
"Clta","clathrin, light polypeptide (Lca) [KO:K04644]","12757"
"Cltb","clathrin, light polypeptide (Lcb) [KO:K04645]","74325"
"Cltc","clathrin, heavy polypeptide (Hc) [KO:K04646]","67300"
"Mad2l2","MAD2 mitotic arrest deficient-like 2 [KO:K13728]","71890"
"Arhgef26","Rho guanine nucleotide exchange factor (GEF) 26 [KO:K13744]","622434"
"Elmo1","engulfment and cell motility 1 [KO:K12366]","140580"
"Elmo2","engulfment and cell motility 2 [KO:K18985]","140579"
"Elmo3","engulfment and cell motility 3 [KO:K19241]","234683"
"Th","tyrosine hydroxylase [KO:K00501] [EC:1.14.16.2]","21823"
"Ddc","dopa decarboxylase [KO:K01593] [EC:4.1.1.105 4.1.1.28]","13195"
"Slc18a1","solute carrier family 18 (vesicular monoamine), member 1 [KO:K08155]","110877"
"Slc18a2","solute carrier family 18 (vesicular monoamine), member 2 [KO:K08155]","214084"
"Maoa","monoamine oxidase A [KO:K00274] [EC:1.4.3.4]","17161"
"Maob","monoamine oxidase B [KO:K00274] [EC:1.4.3.4]","109731"
"Slc6a3","solute carrier family 6 (neurotransmitter transporter, dopamine), member 3 [KO:K05036]","13162"
"Grin1","glutamate receptor, ionotropic, NMDA1 (zeta 1) [KO:K05208]","14810"
"Grin2c","glutamate receptor, ionotropic, NMDA2C (epsilon 3) [KO:K05211]","14813"
"Grin2d","glutamate receptor, ionotropic, NMDA2D (epsilon 4) [KO:K05212]","14814"
"Grin3a","glutamate receptor ionotropic, NMDA3A [KO:K05213]","242443"
"Grin3b","glutamate receptor, ionotropic, NMDA3B [KO:K05214]","170483"
"Hat1","histone aminotransferase 1 [KO:K11303] [EC:2.3.1.48]","107435"
"Drd1","dopamine receptor D1 [KO:K04144]","13488"
"Drd2","dopamine receptor D2 [KO:K04145]","13489"
"Adora2a","adenosine A2a receptor [KO:K04266]","11540"
"Adora2b","adenosine A2b receptor [KO:K04267]","11541"
"Crh","corticotropin releasing hormone [KO:K05256]","12918"
